company_name,date,number_of_evidence,evidence_no,final_snippet_score
SYK,2023-02-10,13,5,7
SYK,2023-02-10,13,6,4
SYK,2023-02-10,13,7,4
SYK,2023-02-10,13,8,6
SYK,2023-02-10,13,9,3
SYK,2023-02-10,13,10,7
SYK,2023-02-10,13,11,7
SYK,2023-02-10,13,12,5
SYK,2023-02-10,13,13,3
SYK,2024-02-14,12,1,6
SYK,2024-02-14,12,2,8
SYK,2024-02-14,12,3,5
SYK,2024-02-14,12,4,4
SYK,2024-02-14,12,5,0
SYK,2024-02-14,12,6,5
SYK,2024-02-14,12,7,3
SYK,2024-02-14,12,8,4
SYK,2024-02-14,12,9,5
SYK,2024-02-14,12,10,3
SYK,2024-02-14,12,11,8
SYK,2024-02-14,12,12,2
SYY,2021-08-30,12,1,6
SYY,2021-08-30,12,2,7
SYY,2021-08-30,12,3,6
SYY,2021-08-30,12,4,5
SYY,2021-08-30,12,5,5
SYY,2021-08-30,12,6,7
SYY,2021-08-30,12,7,4
SYY,2021-08-30,12,8,3
SYY,2021-08-30,12,9,5
SYY,2021-08-30,12,10,4
SYY,2021-08-30,12,11,3
SYY,2021-08-30,12,12,4
SYY,2022-08-26,11,1,9
SYY,2022-08-26,11,2,7
SYY,2022-08-26,11,3,7
SYY,2022-08-26,11,4,8
SYY,2022-08-26,11,5,5
SYY,2022-08-26,11,6,5
SYY,2022-08-26,11,7,6
SYY,2022-08-26,11,8,4
SYY,2022-08-26,11,9,4
SYY,2022-08-26,11,10,5
SYY,2022-08-26,11,11,3
SYY,2023-08-25,7,1,4
SYY,2023-08-25,7,2,5
SYY,2023-08-25,7,3,2
SYY,2023-08-25,7,4,3
SYY,2023-08-25,7,5,4
SYY,2023-08-25,7,6,2
SYY,2023-08-25,7,7,3
SYY,2024-08-28,6,1,6
SYY,2024-08-28,6,2,4
SYY,2024-08-28,6,3,5
SYY,2024-08-28,6,4,4
SYY,2024-08-28,6,5,4
SYY,2024-08-28,6,6,3
TAP,2021-02-11,12,1,9
TAP,2021-02-11,12,2,8
TAP,2021-02-11,12,3,9
TAP,2021-02-11,12,4,8
TAP,2021-02-11,12,5,7
TAP,2021-02-11,12,6,7
TAP,2021-02-11,12,7,8
TAP,2021-02-11,12,8,7
TAP,2021-02-11,12,9,7
TAP,2021-02-11,12,10,8
TAP,2021-02-11,12,11,9
TAP,2021-02-11,12,12,8
TAP,2022-02-23,12,1,7
TAP,2022-02-23,12,2,7
TAP,2022-02-23,12,3,5
TAP,2022-02-23,12,4,7
TAP,2022-02-23,12,5,5
TAP,2022-02-23,12,6,5
TAP,2022-02-23,12,7,6
TAP,2022-02-23,12,8,7
TAP,2022-02-23,12,9,5
TAP,2022-02-23,12,10,4
TAP,2022-02-23,12,11,6
TAP,2022-02-23,12,12,5
TAP,2023-02-21,9,1,8
TAP,2023-02-21,9,2,6
TAP,2023-02-21,9,3,5
TAP,2023-02-21,9,4,6
TAP,2023-02-21,9,5,6
TAP,2023-02-21,9,6,3
TAP,2023-02-21,9,7,5
TAP,2023-02-21,9,8,5
TAP,2023-02-21,9,9,4
TAP,2024-02-20,4,1,4
TAP,2024-02-20,4,2,5
TAP,2024-02-20,4,3,3
TAP,2024-02-20,4,4,1
TDG,2021-11-16,13,1,8
TDG,2021-11-16,13,2,4
TDG,2021-11-16,13,3,7
TDG,2021-11-16,13,4,6
TDG,2021-11-16,13,5,7
TDG,2021-11-16,13,6,9
TDG,2021-11-16,13,7,4
TDG,2021-11-16,13,8,7
TDG,2021-11-16,13,9,5
TDG,2021-11-16,13,10,6
TDG,2021-11-16,13,11,8
TDG,2021-11-16,13,12,8
TDG,2021-11-16,13,13,7
TDG,2022-11-10,14,1,9
TDG,2022-11-10,14,2,6
TDG,2022-11-10,14,3,5
TDG,2022-11-10,14,4,4
TDG,2022-11-10,14,5,4
TDG,2022-11-10,14,6,6
TDG,2022-11-10,14,7,5
TDG,2022-11-10,14,8,4
TDG,2022-11-10,14,9,7
TDG,2022-11-10,14,10,5
TDG,2022-11-10,14,11,1
TDG,2022-11-10,14,12,5
TDG,2022-11-10,14,13,2
TDG,2022-11-10,14,14,1
TDG,2023-11-09,12,1,3
TDG,2023-11-09,12,2,1
TDG,2023-11-09,12,3,1
TDG,2023-11-09,12,4,1
TDG,2023-11-09,12,5,6
TDG,2023-11-09,12,6,5
TDG,2023-11-09,12,7,3
TDG,2023-11-09,12,8,4
TDG,2023-11-09,12,9,4
TDG,2023-11-09,12,10,5
TDG,2023-11-09,12,11,0
TDG,2023-11-09,12,12,1
TDG,2024-11-07,9,1,5
TDG,2024-11-07,9,2,4
TDG,2024-11-07,9,3,4
TDG,2024-11-07,9,4,6
TDG,2024-11-07,9,5,5
TDG,2024-11-07,9,6,5
TDG,2024-11-07,9,7,4
TDG,2024-11-07,9,8,5
TDG,2024-11-07,9,9,1
TDY,2021-02-26,8,1,4
TDY,2021-02-26,8,2,6
TDY,2021-02-26,8,3,6
TDY,2021-02-26,8,4,5
TDY,2021-02-26,8,5,3
TDY,2021-02-26,8,6,-5
TDY,2021-02-26,8,7,4
TDY,2021-02-26,8,8,2
TDY,2022-02-25,12,1,7
TDY,2022-02-25,12,2,3
TDY,2022-02-25,12,3,3
TDY,2022-02-25,12,4,7
TDY,2022-02-25,12,5,7
TDY,2022-02-25,12,6,4
TDY,2022-02-25,12,7,5
TDY,2022-02-25,12,8,4
TDY,2022-02-25,12,9,3
TDY,2022-02-25,12,10,1
TDY,2022-02-25,12,11,-1
TDY,2022-02-25,12,12,-1
TDY,2023-02-24,12,1,7
TDY,2023-02-24,12,2,4
TDY,2023-02-24,12,3,1
TDY,2023-02-24,12,4,8
TDY,2023-02-24,12,5,6
TDY,2023-02-24,12,6,3
TDY,2023-02-24,12,7,6
TDY,2023-02-24,12,8,1
TDY,2023-02-24,12,9,4
TDY,2023-02-24,12,10,1
TDY,2023-02-24,12,11,3
TDY,2023-02-24,12,12,2
TDY,2024-02-23,3,1,4
TDY,2024-02-23,3,2,5
TDY,2024-02-23,3,3,1
TECH,2021-08-25,13,1,9
TECH,2021-08-25,13,2,3
TECH,2021-08-25,13,3,4
TECH,2021-08-25,13,4,-1
TECH,2021-08-25,13,5,9
TECH,2021-08-25,13,6,4
TECH,2021-08-25,13,7,2
TECH,2021-08-25,13,8,5
TECH,2021-08-25,13,9,1
TECH,2021-08-25,13,10,1
TECH,2021-08-25,13,11,6
TECH,2021-08-25,13,12,-2
TECH,2021-08-25,13,13,0
TECH,2022-08-24,5,1,5
TECH,2022-08-24,5,2,7
TECH,2022-08-24,5,3,7
TECH,2022-08-24,5,4,2
TECH,2022-08-24,5,5,1
TECH,2023-08-23,11,1,6
TECH,2023-08-23,11,2,6
TECH,2023-08-23,11,3,4
TECH,2023-08-23,11,4,4
TECH,2023-08-23,11,5,4
TECH,2023-08-23,11,6,4
TECH,2023-08-23,11,7,3
TECH,2023-08-23,11,8,2
TECH,2023-08-23,11,9,3
TECH,2023-08-23,11,10,2
TECH,2023-08-23,11,11,3
TECH,2024-08-22,5,1,5
TECH,2024-08-22,5,2,4
TECH,2024-08-22,5,3,6
TECH,2024-08-22,5,4,4
TECH,2024-08-22,5,5,6
TEL,2021-11-09,9,1,8
TEL,2021-11-09,9,2,2
TEL,2021-11-09,9,3,7
TEL,2021-11-09,9,4,4
TEL,2021-11-09,9,5,5
TEL,2021-11-09,9,6,1
TEL,2021-11-09,9,7,2
TEL,2021-11-09,9,8,-3
TEL,2021-11-09,9,9,9
TEL,2022-11-15,8,1,6
TEL,2022-11-15,8,2,8
TEL,2022-11-15,8,3,5
TEL,2022-11-15,8,4,8
TEL,2022-11-15,8,5,1
TEL,2022-11-15,8,6,3
TEL,2022-11-15,8,7,2
TEL,2022-11-15,8,8,7
TEL,2023-11-13,7,1,3
TEL,2023-11-13,7,2,3
TEL,2023-11-13,7,3,6
TEL,2023-11-13,7,4,3
TEL,2023-11-13,7,5,1
TEL,2023-11-13,7,6,2
TEL,2023-11-13,7,7,1
TEL,2024-11-12,3,1,6
TEL,2024-11-12,3,2,6
TEL,2024-11-12,3,3,4
TER,2021-02-22,10,1,7
TER,2021-02-22,10,2,7
TER,2021-02-22,10,3,8
TER,2021-02-22,10,4,5
TER,2021-02-22,10,5,1
TER,2021-02-22,10,6,5
TER,2021-02-22,10,7,4
TER,2021-02-22,10,8,6
TER,2021-02-22,10,9,2
TER,2021-02-22,10,10,5
TER,2022-02-23,15,1,7
TER,2022-02-23,15,2,5
TER,2022-02-23,15,3,3
TER,2022-02-23,15,4,6
TER,2022-02-23,15,5,3
TER,2022-02-23,15,6,5
TER,2022-02-23,15,7,2
TER,2022-02-23,15,8,3
TER,2022-02-23,15,9,6
TER,2022-02-23,15,10,4
TER,2022-02-23,15,11,3
TER,2022-02-23,15,12,3
TER,2022-02-23,15,13,5
TER,2022-02-23,15,14,4
TER,2022-02-23,15,15,1
TER,2023-02-22,8,1,7
TER,2023-02-22,8,2,4
TER,2023-02-22,8,3,6
TER,2023-02-22,8,4,4
TER,2023-02-22,8,5,6
TER,2023-02-22,8,6,5
TER,2023-02-22,8,7,4
TER,2023-02-22,8,8,5
TER,2024-02-22,4,1,4
TER,2024-02-22,4,2,6
TER,2024-02-22,4,3,4
TER,2024-02-22,4,4,6
TFX,2021-02-25,13,1,8
TFX,2021-02-25,13,2,8
TFX,2021-02-25,13,3,1
TFX,2021-02-25,13,4,6
TFX,2021-02-25,13,5,5
TFX,2021-02-25,13,6,3
TFX,2021-02-25,13,7,4
TFX,2021-02-25,13,8,5
TFX,2021-02-25,13,9,3
TFX,2021-02-25,13,10,3
TFX,2021-02-25,13,11,5
TFX,2021-02-25,13,12,1
TFX,2021-02-25,13,13,3
TFX,2022-03-01,16,1,3
TFX,2022-03-01,16,2,5
TFX,2022-03-01,16,3,6
TFX,2022-03-01,16,4,1
TFX,2022-03-01,16,5,5
TFX,2022-03-01,16,6,6
TFX,2022-03-01,16,7,3
TFX,2022-03-01,16,8,1
TFX,2022-03-01,16,9,6
TFX,2022-03-01,16,10,2
TFX,2022-03-01,16,11,3
TFX,2022-03-01,16,12,4
TFX,2022-03-01,16,13,7
TFX,2022-03-01,16,14,4
TFX,2022-03-01,16,15,5
TFX,2022-03-01,16,16,1
TFX,2023-02-23,18,1,5
TFX,2023-02-23,18,2,3
TFX,2023-02-23,18,3,8
TFX,2023-02-23,18,4,4
TFX,2023-02-23,18,5,6
TFX,2023-02-23,18,6,5
TFX,2023-02-23,18,7,7
TFX,2023-02-23,18,8,5
TFX,2023-02-23,18,9,6
TFX,2023-02-23,18,10,5
TFX,2023-02-23,18,11,5
TFX,2023-02-23,18,12,2
TFX,2023-02-23,18,13,3
TFX,2023-02-23,18,14,6
TFX,2023-02-23,18,15,7
TFX,2023-02-23,18,16,7
TFX,2023-02-23,18,17,8
TFX,2023-02-23,18,18,6
TFX,2024-02-23,7,1,4
TFX,2024-02-23,7,2,3
TFX,2024-02-23,7,3,3
TFX,2024-02-23,7,4,4
TFX,2024-02-23,7,5,0
TFX,2024-02-23,7,6,2
TFX,2024-02-23,7,7,2
TGT,2021-03-10,16,1,8
TGT,2021-03-10,16,2,6
TGT,2021-03-10,16,3,5
TGT,2021-03-10,16,4,7
TGT,2021-03-10,16,5,6
TGT,2021-03-10,16,6,4
TGT,2021-03-10,16,7,7
TGT,2021-03-10,16,8,0
TGT,2021-03-10,16,9,7
TGT,2021-03-10,16,10,6
TGT,2021-03-10,16,11,7
TGT,2021-03-10,16,12,8
TGT,2021-03-10,16,13,6
TGT,2021-03-10,16,14,5
TGT,2021-03-10,16,15,6
TGT,2021-03-10,16,16,7
TGT,2022-03-09,16,1,6
TGT,2022-03-09,16,2,5
TGT,2022-03-09,16,3,6
TGT,2022-03-09,16,4,7
TGT,2022-03-09,16,5,6
TGT,2022-03-09,16,6,5
TGT,2022-03-09,16,7,4
TGT,2022-03-09,16,8,6
TGT,2022-03-09,16,9,6
TGT,2022-03-09,16,10,7
TGT,2022-03-09,16,11,6
TGT,2022-03-09,16,12,7
TGT,2022-03-09,16,13,5
TGT,2022-03-09,16,14,5
TGT,2022-03-09,16,15,5
TGT,2022-03-09,16,16,4
TGT,2023-03-08,9,1,5
TGT,2023-03-08,9,2,3
TGT,2023-03-08,9,3,3
TGT,2023-03-08,9,4,3
TGT,2023-03-08,9,5,4
TGT,2023-03-08,9,6,7
TGT,2023-03-08,9,7,5
TGT,2023-03-08,9,8,3
TGT,2023-03-08,9,9,-1
TGT,2024-03-13,5,1,6
TGT,2024-03-13,5,2,5
TGT,2024-03-13,5,3,4
TGT,2024-03-13,5,4,5
TGT,2024-03-13,5,5,3
TJX,2021-03-31,14,1,7
TJX,2021-03-31,14,2,8
TJX,2021-03-31,14,3,7
TJX,2021-03-31,14,4,4
TJX,2021-03-31,14,5,5
TJX,2021-03-31,14,6,6
TJX,2021-03-31,14,7,5
TJX,2021-03-31,14,8,3
TJX,2021-03-31,14,9,2
TJX,2021-03-31,14,10,7
TJX,2021-03-31,14,11,7
TJX,2021-03-31,14,12,4
TJX,2021-03-31,14,13,3
TJX,2021-03-31,14,14,2
TJX,2022-03-30,20,1,5
TJX,2022-03-30,20,2,5
TJX,2022-03-30,20,3,8
TJX,2022-03-30,20,4,5
TJX,2022-03-30,20,5,7
TJX,2022-03-30,20,6,3
TJX,2022-03-30,20,7,3
TJX,2022-03-30,20,8,3
TJX,2022-03-30,20,9,4
TJX,2022-03-30,20,10,5
TJX,2022-03-30,20,11,2
TJX,2022-03-30,20,12,4
TJX,2022-03-30,20,13,2
TJX,2022-03-30,20,14,2
TJX,2022-03-30,20,15,2
TJX,2022-03-30,20,16,2
TJX,2022-03-30,20,17,3
TJX,2022-03-30,20,18,1
TJX,2022-03-30,20,19,6
TJX,2022-03-30,20,20,6
TJX,2023-03-29,8,1,7
TJX,2023-03-29,8,2,9
TJX,2023-03-29,8,3,7
TJX,2023-03-29,8,4,7
TJX,2023-03-29,8,5,6
TJX,2023-03-29,8,6,7
TJX,2023-03-29,8,7,6
TJX,2023-03-29,8,8,4
TJX,2024-04-03,5,1,6
TJX,2024-04-03,5,2,4
TJX,2024-04-03,5,3,2
TJX,2024-04-03,5,4,5
TJX,2024-04-03,5,5,1
TMO,2021-02-25,18,1,6
TMO,2021-02-25,18,2,6
TMO,2021-02-25,18,3,4
TMO,2021-02-25,18,4,5
TMO,2021-02-25,18,5,6
TMO,2021-02-25,18,6,5
TMO,2021-02-25,18,7,3
TMO,2021-02-25,18,8,3
TMO,2021-02-25,18,9,4
TMO,2021-02-25,18,10,2
TMO,2021-02-25,18,11,1
TMO,2021-02-25,18,12,2
TMO,2021-02-25,18,13,4
TMO,2021-02-25,18,14,6
TMO,2021-02-25,18,15,2
TMO,2021-02-25,18,16,0
TMO,2021-02-25,18,17,1
TMO,2021-02-25,18,18,3
TMO,2022-02-24,13,1,6
TMO,2022-02-24,13,2,3
TMO,2022-02-24,13,3,7
TMO,2022-02-24,13,4,8
TMO,2022-02-24,13,5,5
TMO,2022-02-24,13,6,6
TMO,2022-02-24,13,7,2
TMO,2022-02-24,13,8,5
TMO,2022-02-24,13,9,4
TMO,2022-02-24,13,10,8
TMO,2022-02-24,13,11,4
TMO,2022-02-24,13,12,5
TMO,2022-02-24,13,13,2
TMO,2023-02-23,14,1,5
TMO,2023-02-23,14,2,7
TMO,2023-02-23,14,3,4
TMO,2023-02-23,14,4,4
TMO,2023-02-23,14,5,3
TMO,2023-02-23,14,6,4
TMO,2023-02-23,14,7,5
TMO,2023-02-23,14,8,2
TMO,2023-02-23,14,9,5
TMO,2023-02-23,14,10,4
TMO,2023-02-23,14,11,4
TMO,2023-02-23,14,12,7
TMO,2023-02-23,14,13,5
TMO,2023-02-23,14,14,3
TMO,2024-02-22,8,1,5
TMO,2024-02-22,8,2,4
TMO,2024-02-22,8,3,0
TMO,2024-02-22,8,4,1
TMO,2024-02-22,8,5,6
TMO,2024-02-22,8,6,4
TMO,2024-02-22,8,7,3
TMO,2024-02-22,8,8,1
TMUS,2021-02-23,11,1,8
TMUS,2021-02-23,11,2,6
TMUS,2021-02-23,11,3,4
TMUS,2021-02-23,11,4,3
TMUS,2021-02-23,11,5,4
TMUS,2021-02-23,11,6,4
TMUS,2021-02-23,11,7,7
TMUS,2021-02-23,11,8,1
TMUS,2021-02-23,11,9,7
TMUS,2021-02-23,11,10,3
TMUS,2021-02-23,11,11,3
TMUS,2022-02-11,13,1,6
TMUS,2022-02-11,13,2,7
TMUS,2022-02-11,13,3,8
TMUS,2022-02-11,13,4,4
TMUS,2022-02-11,13,5,6
TMUS,2022-02-11,13,6,2
TMUS,2022-02-11,13,7,4
TMUS,2022-02-11,13,8,4
TMUS,2022-02-11,13,9,1
TMUS,2022-02-11,13,10,3
TMUS,2022-02-11,13,11,3
TMUS,2022-02-11,13,12,4
TMUS,2022-02-11,13,13,3
TMUS,2023-02-14,4,1,6
TMUS,2023-02-14,4,2,4
TMUS,2023-02-14,4,3,5
TMUS,2023-02-14,4,4,1
TMUS,2024-02-02,2,1,4
TMUS,2024-02-02,2,2,1
TPL,2021-02-25,20,1,3
TPL,2021-02-25,20,2,3
TPL,2021-02-25,20,3,4
TPL,2021-02-25,20,4,5
TPL,2021-02-25,20,5,7
TPL,2021-02-25,20,6,2
TPL,2021-02-25,20,7,3
TPL,2021-02-25,20,8,4
TPL,2021-02-25,20,9,6
TPL,2021-02-25,20,10,4
TPL,2021-02-25,20,11,2
TPL,2021-02-25,20,12,7
TPL,2021-02-25,20,13,1
TPL,2021-02-25,20,14,0
TPL,2021-02-25,20,15,0
TPL,2021-02-25,20,16,3
TPL,2021-02-25,20,17,6
TPL,2021-02-25,20,18,3
TPL,2021-02-25,20,19,0
TPL,2021-02-25,20,20,0
TPL,2022-02-23,15,1,8
TPL,2022-02-23,15,2,7
TPL,2022-02-23,15,3,6
TPL,2022-02-23,15,4,6
TPL,2022-02-23,15,5,6
TPL,2022-02-23,15,6,3
TPL,2022-02-23,15,7,3
TPL,2022-02-23,15,8,2
TPL,2022-02-23,15,9,-3
TPL,2022-02-23,15,10,1
TPL,2022-02-23,15,11,4
TPL,2022-02-23,15,12,1
TPL,2022-02-23,15,13,1
TPL,2022-02-23,15,14,2
TPL,2022-02-23,15,15,2
TPL,2023-02-22,12,1,5
TPL,2023-02-22,12,2,5
TPL,2023-02-22,12,3,7
TPL,2023-02-22,12,4,10
TPL,2023-02-22,12,5,2
TPL,2023-02-22,12,6,5
TPL,2023-02-22,12,7,2
TPL,2023-02-22,12,8,5
TPL,2023-02-22,12,9,4
TPL,2023-02-22,12,10,0
TPL,2023-02-22,12,11,1
TPL,2023-02-22,12,12,3
TPL,2024-02-21,5,1,2
TPL,2024-02-21,5,2,4
TPL,2024-02-21,5,3,4
TPL,2024-02-21,5,4,4
TPL,2024-02-21,5,5,2
TPR,2021-08-19,15,1,9
TPR,2021-08-19,15,2,8
TPR,2021-08-19,15,3,8
TPR,2021-08-19,15,4,7
TPR,2021-08-19,15,5,3
TPR,2021-08-19,15,6,4
TPR,2021-08-19,15,7,5
TPR,2021-08-19,15,8,4
TPR,2021-08-19,15,9,1
TPR,2021-08-19,15,10,7
TPR,2021-08-19,15,11,8
TPR,2021-08-19,15,12,6
TPR,2021-08-19,15,13,4
TPR,2021-08-19,15,14,2
TPR,2021-08-19,15,15,5
TPR,2022-08-18,10,1,10
TPR,2022-08-18,10,2,4
TPR,2022-08-18,10,3,3
TPR,2022-08-18,10,4,5
TPR,2022-08-18,10,5,1
TPR,2022-08-18,10,6,5
TPR,2022-08-18,10,7,7
TPR,2022-08-18,10,8,5
TPR,2022-08-18,10,9,3
TPR,2022-08-18,10,10,2
TPR,2023-08-17,10,1,4
TPR,2023-08-17,10,2,5
TPR,2023-08-17,10,3,7
TPR,2023-08-17,10,4,3
TPR,2023-08-17,10,5,4
TPR,2023-08-17,10,6,2
TPR,2023-08-17,10,7,4
TPR,2023-08-17,10,8,3
TPR,2023-08-17,10,9,2
TPR,2023-08-17,10,10,1
TPR,2024-08-15,6,1,6
TPR,2024-08-15,6,2,6
TPR,2024-08-15,6,3,5
TPR,2024-08-15,6,4,2
TPR,2024-08-15,6,5,4
TPR,2024-08-15,6,6,0
TRGP,2021-02-18,14,1,6
TRGP,2021-02-18,14,2,4
TRGP,2021-02-18,14,3,5
TRGP,2021-02-18,14,4,4
TRGP,2021-02-18,14,5,4
TRGP,2021-02-18,14,6,4
TRGP,2021-02-18,14,7,4
TRGP,2021-02-18,14,8,4
TRGP,2021-02-18,14,9,1
TRGP,2021-02-18,14,10,2
TRGP,2021-02-18,14,11,4
TRGP,2021-02-18,14,12,4
TRGP,2021-02-18,14,13,4
TRGP,2021-02-18,14,14,3
TRGP,2022-02-24,8,1,8
TRGP,2022-02-24,8,2,7
TRGP,2022-02-24,8,3,8
TRGP,2022-02-24,8,4,9
TRGP,2022-02-24,8,5,6
TRGP,2022-02-24,8,6,7
TRGP,2022-02-24,8,7,7
TRGP,2022-02-24,8,8,7
TRGP,2023-02-22,6,1,4
TRGP,2023-02-22,6,2,4
TRGP,2023-02-22,6,3,7
TRGP,2023-02-22,6,4,7
TRGP,2023-02-22,6,5,3
TRGP,2023-02-22,6,6,2
TRGP,2024-02-15,3,1,2
TRGP,2024-02-15,3,2,2
TRGP,2024-02-15,3,3,5
TRMB,2021-02-26,9,1,6
TRMB,2021-02-26,9,2,9
TRMB,2021-02-26,9,3,6
TRMB,2021-02-26,9,4,4
TRMB,2021-02-26,9,5,5
TRMB,2021-02-26,9,6,5
TRMB,2021-02-26,9,7,6
TRMB,2021-02-26,9,8,2
TRMB,2021-02-26,9,9,3
TRMB,2022-02-23,21,1,6
TRMB,2022-02-23,21,2,4
TRMB,2022-02-23,21,3,5
TRMB,2022-02-23,21,4,4
TRMB,2022-02-23,21,5,7
TRMB,2022-02-23,21,6,9
TRMB,2022-02-23,21,7,7
TRMB,2022-02-23,21,8,4
TRMB,2022-02-23,21,9,6
TRMB,2022-02-23,21,10,5
TRMB,2022-02-23,21,11,4
TRMB,2022-02-23,21,12,1
TRMB,2022-02-23,21,13,2
TRMB,2022-02-23,21,14,2
TRMB,2022-02-23,21,15,1
TRMB,2022-02-23,21,16,1
TRMB,2022-02-23,21,17,-1
TRMB,2022-02-23,21,18,1
TRMB,2022-02-23,21,19,1
TRMB,2022-02-23,21,20,2
TRMB,2022-02-23,21,21,3
TRMB,2023-02-17,6,1,8
TRMB,2023-02-17,6,2,7
TRMB,2023-02-17,6,3,4
TRMB,2023-02-17,6,4,1
TRMB,2023-02-17,6,5,0
TRMB,2023-02-17,6,6,0
TRMB,2024-02-26,2,1,4
TRMB,2024-02-26,2,2,3
TROW,2021-02-11,10,1,2
TROW,2021-02-11,10,2,5
TROW,2021-02-11,10,3,5
TROW,2021-02-11,10,4,4
TROW,2021-02-11,10,5,4
TROW,2021-02-11,10,6,1
TROW,2021-02-11,10,7,4
TROW,2021-02-11,10,8,4
TROW,2021-02-11,10,9,3
TROW,2021-02-11,10,10,4
TROW,2022-02-24,11,1,3
TROW,2022-02-24,11,2,4
TROW,2022-02-24,11,3,2
TROW,2022-02-24,11,4,5
TROW,2022-02-24,11,5,3
TROW,2022-02-24,11,6,6
TROW,2022-02-24,11,7,5
TROW,2022-02-24,11,8,1
TROW,2022-02-24,11,9,3
TROW,2022-02-24,11,10,4
TROW,2022-02-24,11,11,1
TROW,2023-02-15,8,1,3
TROW,2023-02-15,8,2,4
TROW,2023-02-15,8,3,5
TROW,2023-02-15,8,4,6
TROW,2023-02-15,8,5,4
TROW,2023-02-15,8,6,1
TROW,2023-02-15,8,7,2
TROW,2023-02-15,8,8,4
TROW,2024-02-16,9,1,4
TROW,2024-02-16,9,2,4
TROW,2024-02-16,9,3,5
TROW,2024-02-16,9,4,6
TROW,2024-02-16,9,5,5
TROW,2024-02-16,9,6,4
TROW,2024-02-16,9,7,1
TROW,2024-02-16,9,8,3
TROW,2024-02-16,9,9,4
TRV,2021-02-11,8,1,6
TRV,2021-02-11,8,2,4
TRV,2021-02-11,8,3,6
TRV,2021-02-11,8,4,6
TRV,2021-02-11,8,5,7
TRV,2021-02-11,8,6,5
TRV,2021-02-11,8,7,5
TRV,2021-02-11,8,8,6
TRV,2022-02-17,9,1,7
TRV,2022-02-17,9,2,6
TRV,2022-02-17,9,3,6
TRV,2022-02-17,9,4,7
TRV,2022-02-17,9,5,3
TRV,2022-02-17,9,6,2
TRV,2022-02-17,9,7,2
TRV,2022-02-17,9,8,4
TRV,2022-02-17,9,9,3
TRV,2023-02-16,5,1,6
TRV,2023-02-16,5,2,3
TRV,2023-02-16,5,3,8
TRV,2023-02-16,5,4,5
TRV,2023-02-16,5,5,4
TRV,2024-02-15,6,1,6
TRV,2024-02-15,6,2,5
TRV,2024-02-15,6,3,3
TRV,2024-02-15,6,4,4
TRV,2024-02-15,6,5,2
TRV,2024-02-15,6,6,2
TSCO,2021-02-18,11,1,7
TSCO,2021-02-18,11,2,4
TSCO,2021-02-18,11,3,7
TSCO,2021-02-18,11,4,5
TSCO,2021-02-18,11,5,4
TSCO,2021-02-18,11,6,6
TSCO,2021-02-18,11,7,4
TSCO,2021-02-18,11,8,5
TSCO,2021-02-18,11,9,6
TSCO,2021-02-18,11,10,6
TSCO,2021-02-18,11,11,5
TSCO,2022-02-17,17,1,5
TSCO,2022-02-17,17,2,4
TSCO,2022-02-17,17,3,4
TSCO,2022-02-17,17,4,4
TSCO,2022-02-17,17,5,8
TSCO,2022-02-17,17,6,7
TSCO,2022-02-17,17,7,5
TSCO,2022-02-17,17,8,6
TSCO,2022-02-17,17,9,5
TSCO,2022-02-17,17,10,6
TSCO,2022-02-17,17,11,6
TSCO,2022-02-17,17,12,6
TSCO,2022-02-17,17,13,6
TSCO,2022-02-17,17,14,6
TSCO,2022-02-17,17,15,5
TSCO,2022-02-17,17,16,5
TSCO,2022-02-17,17,17,3
TSCO,2023-02-23,6,1,2
TSCO,2023-02-23,6,2,5
TSCO,2023-02-23,6,3,7
TSCO,2023-02-23,6,4,7
TSCO,2023-02-23,6,5,4
TSCO,2023-02-23,6,6,4
TSCO,2024-02-23,4,1,4
TSCO,2024-02-23,4,2,4
TSCO,2024-02-23,4,3,4
TSCO,2024-02-23,4,4,3
TSLA,2021-02-08,9,1,4
TSLA,2021-02-08,9,2,9
TSLA,2021-02-08,9,3,6
TSLA,2021-02-08,9,4,5
TSLA,2021-02-08,9,5,7
TSLA,2021-02-08,9,6,7
TSLA,2021-02-08,9,7,4
TSLA,2021-02-08,9,8,1
TSLA,2021-02-08,9,9,5
TSLA,2022-02-07,11,1,4
TSLA,2022-02-07,11,2,9
TSLA,2022-02-07,11,3,6
TSLA,2022-02-07,11,4,4
TSLA,2022-02-07,11,5,4
TSLA,2022-02-07,11,6,8
TSLA,2022-02-07,11,7,4
TSLA,2022-02-07,11,8,4
TSLA,2022-02-07,11,9,2
TSLA,2022-02-07,11,10,7
TSLA,2022-02-07,11,11,1
TSLA,2023-01-31,12,1,4
TSLA,2023-01-31,12,2,4
TSLA,2023-01-31,12,3,7
TSLA,2023-01-31,12,4,4
TSLA,2023-01-31,12,5,7
TSLA,2023-01-31,12,6,4
TSLA,2023-01-31,12,7,9
TSLA,2023-01-31,12,8,2
TSLA,2023-01-31,12,9,8
TSLA,2023-01-31,12,10,2
TSLA,2023-01-31,12,11,1
TSLA,2023-01-31,12,12,4
TSLA,2024-01-29,2,1,4
TSLA,2024-01-29,2,2,5
TSN,2021-11-15,15,1,5
TSN,2021-11-15,15,2,7
TSN,2021-11-15,15,3,6
TSN,2021-11-15,15,4,7
TSN,2021-11-15,15,5,4
TSN,2021-11-15,15,6,2
TSN,2021-11-15,15,7,6
TSN,2021-11-15,15,8,5
